w,h,Background,Inflammatory infiltration,Adipose tissue,Sweat gland,Hair follicles,Dermis,Sebaceous gland,Epidermis,Blood vessels,Muscle
138,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,71,0.760507345199585,0.007000108249485493,0.03429363667964935,0.00228126160800457,0.006708152592182159,0.0032557439990341663,0.0018774736672639847,0.006900647189468145,0.024071749299764637,0.15310385823249814
10,71,0.5898568034172058,0.005079297348856926,0.03131261840462685,0.0015556521248072386,0.04462506994605064,0.002347222063690424,0.0015720424707978964,0.2549296319484711,0.012831421568989755,0.05589020997285843
11,71,0.10261528193950653,0.006356786936521529,0.008655890822410583,0.0009219905477948488,0.0803285539150238,0.19290383160114288,0.0007699955604039133,0.5948017835617065,0.003941361792385578,0.008704462088644505
12,71,0.00014391005970537663,0.019098568707704544,0.0008803269010968506,0.0019058620091527698,0.041509289294481284,0.6189793348312378,0.002760459668934345,0.30219411849975586,0.004292958416044712,0.00823521800339222
13,71,0.0012614807346835732,0.2796984314918518,0.0033952905796468262,0.01310017704963684,0.03629817813634872,0.5084763169288635,0.010242981836199759,0.11760635673999785,0.007086564786732197,0.02283427305519581
14,71,0.0012613816652446985,0.5214864015579224,0.0029101786203682427,0.02704915776848793,0.044400274753570564,0.33812785148620605,0.009949376806616785,0.010979833081364632,0.005447647534310818,0.03838791698217392
15,71,0.0002434341731714085,0.5001589059829712,0.0007510982686653732,0.06396087259054184,0.09577015787363052,0.25445473194122314,0.006154053844511509,0.012881833128631115,0.001271278946660459,0.06435362249612807
16,71,0.0003732795012183488,0.3008979856967926,0.00298312958329916,0.016413366422057152,0.019052278250455856,0.6061241030693054,0.0033797654323279858,0.0026193831581622358,0.003705915063619613,0.04445082321763039
17,71,0.000463320582639426,0.20412921905517575,0.00670934747904539,0.056149519979953766,0.15054038166999814,0.4712300300598145,0.049372754991054535,0.00269082048907876,0.009068106301128864,0.04964644834399223
18,71,0.00021490590006578716,0.04526051133871079,0.003892715554684401,0.031153876334428787,0.15038073062896729,0.11172884702682497,0.62547767162323,0.002623026492074132,0.005622495897114278,0.023645240813493732
19,71,0.00018024331075139344,0.005458584055304527,0.000590094190556556,0.0008127146284095942,0.003863730002194643,0.008720587939023972,0.9762752652168274,0.000288070848910138,0.0007752042147330941,0.0030356026254594326
20,71,0.00015373351925518364,0.012853142805397509,0.0009109153179451824,0.0010891003767028449,0.0034770723432302475,0.1979186832904816,0.7808327674865723,0.0003401310241315514,0.0007583005353808402,0.0016661245608702302
21,71,0.0002889630268327892,0.09782937914133072,0.0016757830744609235,0.020272888243198398,0.012805661186575891,0.5709561109542847,0.2901826798915863,0.0009502117754891516,0.0015609550755470991,0.0034773319493979216
22,71,0.0001905939716380089,0.07933876663446426,0.0006097966688685119,0.021132785826921463,0.011630931869149208,0.1999400109052658,0.6828950643539429,0.0007606445578858256,0.0009892473462969065,0.002512226346880197
23,71,4.870222983299754e-05,0.004108781926333904,0.00011208783689653501,0.0007572047761641443,0.0008607563795521855,0.0010460354387760162,0.9924713969230652,0.00012086008064216003,0.0001424457150278613,0.0003318014496471733
24,71,0.08207559585571289,0.04049008712172508,0.038503270596265786,0.012172172777354716,0.03665318340063095,0.005736061371862888,0.7460525035858154,0.0017751904670149086,0.010482525452971458,0.02605946734547615
25,71,0.09314902126789093,0.026540512219071388,0.048181600868701935,0.008941089734435081,0.040116548538208015,0.006236131303012371,0.7106732130050659,0.002317558275535703,0.01410472858697176,0.04973960667848587
26,71,0.011064091697335243,0.015324940904974937,0.009996537119150162,0.003310902509838343,0.010820197872817516,0.004109214060008526,0.9160009622573853,0.0012119455495849252,0.003889973741024733,0.024271240457892414
27,71,0.000331720249960199,0.0197469275444746,0.0006487120408564807,0.006896141916513443,0.004664657171815635,0.004547496326267718,0.9619095921516418,0.0006330713513307272,0.00021644374646712092,0.0004052982258144766
28,71,0.00023208884522318843,0.011880310252308846,0.0013961999211460352,0.5527316331863403,0.005721923895180225,0.009687187150120735,0.4159694612026215,0.0005700764013454317,0.00047075757174752647,0.0013404146302491426
29,71,8.067020826274529e-05,0.01517969649285078,0.002075039781630039,0.7302591800689697,0.007836032658815384,0.2303812056779861,0.0033989592920988802,0.0018286288250237703,0.000859994615893811,0.008100579492747784
30,71,0.0003152145945932716,0.01001369021832943,0.004217729903757572,0.18788741528987885,0.0011105609592050314,0.7841037511825562,0.000658502453006804,0.00097795354668051,0.0032492447644472122,0.007465956266969442
31,71,0.0006209170678630471,0.00751099642366171,0.00832974724471569,0.003740623593330383,0.0011491134064272044,0.9659104347229004,0.00039864308200776577,0.0008904760470613838,0.0043321819975972176,0.007116817869246006
32,71,0.0004721851146314293,0.004945575259625912,0.004447230137884617,0.0017946462612599137,0.0010185354622080922,0.9771410822868348,0.0004247807082720101,0.0009759608656167984,0.003354588057845831,0.005425372160971165
33,71,0.0005373734747990966,0.010531795211136341,0.010589256882667542,0.0036953308153897524,0.0012148949317634106,0.9556602239608764,0.00061902089510113,0.0008115796372294426,0.00739780580624938,0.008942639455199242
34,71,0.0022790119983255863,0.006248698104172945,0.021407075226306915,0.00777331367135048,0.001267818734049797,0.9300144910812378,0.0007056447793729602,0.0011070758337154984,0.01695619523525238,0.012240628711879252
35,71,0.003683761460706592,0.002267377683892846,0.02279359847307205,0.004748549312353134,0.0012217352632433176,0.926671028137207,0.0004497789777815342,0.001032315194606781,0.026151379570364952,0.01098049245774746
36,71,0.002436676062643528,0.003699999768286944,0.01576065458357334,0.004270015750080347,0.000929173838812858,0.9493389129638672,0.0005002755206078291,0.0010299301939085126,0.01057356409728527,0.011460832320153713
37,71,0.001881008269265294,0.005349325481802225,0.009677882306277752,0.003357924520969391,0.0009372923523187636,0.9626184701919556,0.0005542357685044408,0.0013004818465560677,0.00563600892201066,0.008687268942594528
38,71,0.01083744689822197,0.006233855150640011,0.029473090544342995,0.00824569817632437,0.0025716805830597878,0.9076053500175476,0.0007455925224348903,0.0026987255550920963,0.013661302626132963,0.01792721636593342
39,71,0.0027812276966869827,0.004722929559648037,0.012286059558391571,0.0041088489815592774,0.0013229624601081016,0.9536755681037904,0.0004734057874884456,0.0015014343662187455,0.006254213396459818,0.012873247265815737
40,71,0.0009014017996378244,0.005370778497308493,0.012889129109680651,0.0116400932893157,0.0010398478480055928,0.921660304069519,0.0010187013540416956,0.0007414959254674612,0.017772981896996498,0.02696511149406433
41,71,0.008855652995407581,0.011687494814395905,0.1282045543193817,0.19831761717796328,0.003639784874394536,0.5008397698402405,0.012029791250824928,0.001707041636109352,0.0741875022649765,0.06053077429533005
42,71,0.01020818017423153,0.01982642896473408,0.0847974568605423,0.3772839307785034,0.004130632616579533,0.2498575896024704,0.007608032785356046,0.0018563665216788647,0.06912919878959656,0.1753021776676178
43,71,0.0597432479262352,0.005743071436882019,0.07252738624811172,0.19402925670146945,0.004575056489557028,0.5117352008819579,0.005162730347365141,0.0019364512991160157,0.06674624979496002,0.07780139148235321
44,71,0.4615451693534851,0.007963547483086586,0.06967954337596892,0.003875156166031957,0.0064964592456817636,0.2462867796421051,0.002059976104646921,0.004520826041698457,0.053629137575626366,0.14394338428974152
45,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
